payment_id,invoice_id,omc_id,customer_name,remitting_bank_account,date,value_kes,installment_no
PAY-49938,INV-93278,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-05-11,37200,1
PAY-24190,INV-65896,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-04,31548,1
PAY-91888,INV-92342,OMC-007,Kobil,GB37IDDX82449353487401,2025-10-28,79143,1
PAY-55209,INV-20835,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-05-25,27572,1
PAY-41199,INV-93359,OMC-010,Tamoil,GB34EABH79176936763201,2025-06-21,75927,1
PAY-97914,INV-89097,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-09-05,53111,2
PAY-41754,INV-70871,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-02-28,17870,1
PAY-50335,INV-56825,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-06-20,107831,1
PAY-98374,INV-46756,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-05-09,87940,1
PAY-26576,INV-46397,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-12-24,210053,1
PAY-19763,INV-80500,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-09-14,252233,1
PAY-99099,INV-65986,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-04-10," KES 29,314 ",1
PAY-79643,INV-28297,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-03-20,18704,1
PAY-55305,INV-74235,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-30,56604,2
PAY-99323,INV-60213,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-06-19,64053,1
PAY-91659,INV-15457,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-04-27,60031,1
PAY-87169,INV-29751,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-12-25,75525,1
PAY-51879,INV-77247,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-17,190559,1
PAY-66231,INV-16683,OMC-010,Tamoil,GB34EABH79176936763201,2025-04-25,155788,1
PAY-44528,INV-11855,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-03-28,217346,1
PAY-72369,INV-94678,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-04-04,77265,1
PAY-14334,INV-94895,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-03-09,133282,1
PAY-56945,INV-65205,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-03-30,57551,1
PAY-73159,INV-77050,OMC-016,KPA Marine,GB31MOOJ96499091334123,04/02/2025,20655,1
PAY-65467,INV-63999,OMC-010,Tamoil,GB34EABH79176936763201,2026-04-10,120252,1
PAY-34361,INV-67063,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-08-20,26574,1
PAY-79482,INV-85341,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2026-03-07,122478,1
PAY-10017,INV-12663,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-06-11,71349,1
PAY-81655,INV-57430,OMC-018,Uganda National Oil,GB36RNCH17127484677378,,176184,1
PAY-97785,INV-46233,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-01-27,46729,1
PAY-38922,INV-28831,OMC-008,National Oil,GB08NAFX56342160733754,2025-05-23,99022,1
PAY-79174,INV-20428,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-05-19,12631,2
PAY-20273,INV-95677,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-05-29,227002,1
PAY-95029,INV-27357,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-04-14,173045,1
PAY-97299,INV-17644,OMC-007,Kobil,GB37IDDX82449353487401,2025-12-05,238117,1
PAY-33764,INV-39344,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-08-14,38982,1
PAY-65376,INV-93686,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-03-26,54153,1
PAY-96290,INV-38406,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-07-16,37734,1
PAY-66225,INV-73345,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-10-15,107251,1
PAY-52946,INV-37134,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-06-16," KES 125,857 ",1
PAY-41064,INV-97031,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-05-17,261103,1
PAY-58760,INV-75337,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-08-31,54725,1
PAY-51570,INV-16726,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-03-26,40998,1
PAY-60464,INV-43646,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-08-05,91924,1
PAY-59541,INV-27948,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-03-24,46980,1
PAY-31604,INV-68586,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-11-29,88429,1
PAY-60216,INV-14665,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-05-05,34084,1
PAY-59569,INV-53602,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-01-05,72753,1
PAY-51457,INV-76703,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-05-11,192044,1
PAY-87312,INV-45861,OMC-014,Texol Energies,GB06ONXS45314737996507,09/04/2025,32070,1
PAY-85340,INV-34152,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-05-29,205844,1
PAY-66261,INV-72881,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-04-27,146101,1
PAY-82018,INV-35119,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-05-20,14106,2
PAY-88635,INV-86617,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-11,63772,2
PAY-29342,INV-44871,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-04-13," KES 171,803 ",1
PAY-70607,INV-48651,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-06-04,236593,1
PAY-70895,INV-84868,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-03-06,22891,1
PAY-50137,INV-96184,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-11-28,108316,1
PAY-93138,INV-76170,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-10,236476,1
PAY-24338,INV-61181,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-14,70919,2
PAY-26007,INV-14402,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-06-02,121357,1
PAY-74944,INV-68451,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-08-01,100047,1
PAY-36660,INV-67337,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-02-28,38509,2
PAY-92030,INV-91155,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-06-28,29968,1
PAY-50388,INV-91192,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-12-31,48832,1
PAY-38459,INV-41226,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-23,69402,2
PAY-83234,INV-56287,OMC-010,Tamoil,GB34EABH79176936763201,2026-05-14,31288,1
PAY-23966,INV-72598,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-06-03,35336,1
PAY-92649,INV-72543,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-04-17,53618,1
PAY-62414,INV-43373,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-08-01,156933,1
PAY-30245,INV-62909,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-07-02,279925,1
PAY-72162,INV-84323,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2026-05-17,220104,1
PAY-61272,INV-54990,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-05-15,26267,1
PAY-35946,INV-27501,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-27,16369,1
PAY-56209,INV-87244,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-06-29,196297,1
PAY-78456,INV-68541,OMC-008,National Oil,GB08NAFX56342160733754,2025-04-30,43670,1
PAY-95148,INV-19845,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-06-25,128024,1
PAY-15716,INV-66081,OMC-007,Kobil,GB37IDDX82449353487401,2025-10-23,58018,1
PAY-85446,INV-90214,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-10-27,186246,1
PAY-92627,INV-35950,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2026-03-30,178915,1
PAY-83982,INV-39274,OMC-010,Tamoil,GB34EABH79176936763201,2026-06-05,131419,1
PAY-66933,INV-40441,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-01-07,142249,1
PAY-15960,INV-52363,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-09-13,39005,1
PAY-98313,INV-59679,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-23,107732,1
PAY-75113,INV-54549,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-03,211921,1
PAY-32794,INV-93504,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-08-01,129299,1
PAY-91751,INV-93731,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-04-16,216924,1
PAY-44883,INV-11729,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-03-14,187723,1
PAY-86446,INV-56341,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-09-02,127232,1
PAY-51628,INV-33651,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,22/03/2026,30899,1
PAY-72427,INV-39618,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-08-27,318868,1
PAY-39246,INV-76904,OMC-006,Hashi Energy,GB05QCFC91361939909169,,230550,1
PAY-99540,INV-38533,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-03-15,88230,2
PAY-69081,INV-66944,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-01-24,38572,1
PAY-96875,INV-63672,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-03-22,222824,1
PAY-80784,INV-58333,OMC-007,Kobil,GB37IDDX82449353487401,2026-01-27,174375,1
PAY-74237,INV-55344,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-04-12," KES 144,513 ",1
PAY-75365,INV-50273,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-07-31,174388,1
PAY-26523,INV-31659,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,," KES 102,638 ",1
PAY-41545,INV-81595,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-08-10,40712,1
PAY-51247,INV-63474,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-01-11,124208,1
PAY-90037,INV-78143,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-02-04,274434,1
PAY-98514,INV-91523,OMC-003,Rubis Energy,GB04LOQO13315098393010,11/02/2026," KES 150,326 ",1
PAY-67549,INV-27993,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-02-19,97988,1
PAY-38682,INV-70486,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-12,20398,2
PAY-95380,INV-34182,OMC-010,Tamoil,GB34EABH79176936763201,2026-03-23,275345,1
PAY-81428,INV-56240,OMC-007,Kobil,GB37IDDX82449353487401,2025-12-31,24072,1
PAY-88207,INV-72340,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-09-06,118795,1
PAY-41431,INV-79866,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-08,12245,2
PAY-94461,INV-11967,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-10-19,98317,1
PAY-86822,INV-95700,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-02-18,40056,1
PAY-68681,INV-27383,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-09-04,118814,2
PAY-17130,INV-65871,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-06,26914,1
PAY-23666,INV-85723,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-02,46868,2
PAY-82072,INV-64984,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-13,16144,1
PAY-93537,INV-10001,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-06-12," KES 24,549 ",2
PAY-26561,INV-43160,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-06-19,36139,1
PAY-76563,INV-43865,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-03-26,30720,1
PAY-23955,INV-39743,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-10-29,28552,1
PAY-13793,INV-14862,OMC-010,Tamoil,GB34EABH79176936763201,2026-07-09,45702,1
PAY-23921,INV-21612,OMC-008,National Oil,GB08NAFX56342160733754,2025-06-29," KES 71,206 ",1
PAY-76862,INV-39516,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-06-22," KES 110,310 ",1
PAY-36570,INV-94739,OMC-008,National Oil,GB08NAFX56342160733754,2025-07-25,47562,1
PAY-75702,INV-99638,OMC-008,National Oil,GB08NAFX56342160733754,2026-02-18,34086,1
PAY-36330,INV-95304,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-09-25,271673,1
PAY-24496,INV-70205,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-11-02,56987,1
PAY-60588,INV-88794,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-08-09,118597,1
PAY-69860,INV-54685,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-10-16,70209,2
PAY-90279,INV-39469,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-04-30,140567,1
PAY-22339,INV-98492,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-03-23,182738,1
PAY-11500,INV-21046,OMC-007,Kobil,GB37IDDX82449353487401,2025-12-06,149879,1
PAY-66400,INV-94549,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2026-05-29,110886,1
PAY-24318,INV-86270,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-11,37361,1
PAY-86354,INV-90631,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-12,8667,2
PAY-20616,INV-29572,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-06-19,30449,1
PAY-30218,INV-55088,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-08-19,25579,2
PAY-58006,INV-21688,OMC-011,Hass Petroleum,GB56WGCN65876036690967,,203068,1
PAY-29790,INV-31030,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-08-13," KES 127,047 ",1
PAY-13654,INV-58735,OMC-010,Tamoil,GB34EABH79176936763201,2026-09-01,279205,1
PAY-49686,INV-36514,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-02-06,98934,1
PAY-97077,INV-94441,OMC-011,Hass Petroleum,GB56WGCN65876036690967,28/02/2025,108366,1
PAY-75113,INV-78952,OMC-008,National Oil,GB08NAFX56342160733754,2026-08-03,102591,2
PAY-83754,INV-42391,OMC-014,Texol Energies,GB06ONXS45314737996507,16/12/2025,72734,2
PAY-13660,INV-84624,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2026-07-30," KES 120,416 ",1
PAY-85646,INV-19698,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-09-05,246864,1
PAY-10455,INV-21135,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-09-13,59491,2
PAY-26752,INV-21687,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-03-31,235385,1
PAY-97930,INV-27532,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-02-20,90361,2
PAY-72323,INV-23129,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-08-05,138283,1
PAY-92638,INV-38257,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-01-28,97380,1
PAY-26631,INV-38244,OMC-010,Tamoil,GB34EABH79176936763201,2026-02-22,199257,1
PAY-97008,INV-49267,OMC-007,Kobil,GB37IDDX82449353487401,2025-03-07,192324,1
PAY-40463,INV-71550,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-05-17,202883,1
PAY-20869,INV-13503,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-05-29,9397,2
PAY-35616,INV-89935,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-04-01,233780,1
PAY-45479,INV-26080,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-02-08,152348,1
PAY-59646,INV-67464,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-06-02,172172,1
PAY-98429,INV-50210,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-04-24,180141,1
PAY-29591,INV-50699,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-12-24,124546,1
PAY-24370,INV-55908,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-04-20,209540,1
PAY-92062,INV-30813,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-03,110589,1
PAY-86976,INV-33880,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-22,21837,1
PAY-70861,INV-74790,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-03-23,54140,1
PAY-11713,INV-62644,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-10-20,87882,1
PAY-85616,INV-26969,OMC-016,KPA Marine,GB31MOOJ96499091334123,,22642,1
PAY-58279,INV-82723,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-02-16,154178,1
PAY-31068,INV-73469,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-31,197362,1
PAY-10335,INV-41364,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-11-20,197538,1
PAY-30366,INV-42343,OMC-007,Kobil,GB37IDDX82449353487401,2025-10-02,22465,1
PAY-99998,INV-74992,OMC-007,Kobil,GB37IDDX82449353487401,2025-05-13,181653,1
PAY-98484,INV-37667,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-05-16,242831,1
PAY-76296,INV-81851,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-09-11,22167,1
PAY-36684,INV-20281,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-03-10,12767,1
PAY-92373,INV-96263,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-01,18046,2
PAY-67514,INV-85234,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-01-20,51731,1
PAY-62377,INV-63611,OMC-007,Kobil,GB37IDDX82449353487401,2025-09-27,22134,1
PAY-63677,INV-46793,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-05-10,29484,1
PAY-47372,INV-37949,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-05-21,267697,1
PAY-45806,INV-53359,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-01-26,47380,1
PAY-41041,INV-11273,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-08-24,79472,1
PAY-91371,INV-50600,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-27,132671,1
PAY-92622,INV-95630,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-03-22,41803,1
PAY-21057,INV-22604,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-03-23,272475,1
PAY-78989,INV-75429,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-07-01,108219,1
PAY-81723,INV-38466,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2026-02-07,48151,1
PAY-81682,INV-75617,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-02-28,43880,1
PAY-99552,INV-94926,OMC-007,Kobil,GB37IDDX82449353487401,2025-09-25,93197,1
PAY-44303,INV-43653,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-11-09,63385,2
PAY-49705,INV-60303,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-11-11,256918,1
PAY-55556,INV-34951,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-09-13,167589,1
PAY-91520,INV-92020,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-08-25,40834,1
PAY-31782,INV-12246,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-01-25,39451,1
PAY-16455,INV-68736,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-10," KES 94,083 ",1
PAY-16734,INV-94949,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-05-25,219847,1
PAY-85377,INV-48635,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-03-16,282309,1
PAY-35493,INV-52552,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-06-17,234242,1
PAY-92058,INV-27665,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-03-10,59440,1
PAY-31037,INV-63217,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-06,157551,1
PAY-40610,INV-87586,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-06-10,92156,2
PAY-49077,INV-39252,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-12-01,282489,1
PAY-71300,INV-71470,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-07-17,118255,1
PAY-57138,INV-71553,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-11-18,22302,1
PAY-11087,INV-56150,OMC-008,National Oil,GB08NAFX56342160733754,2025-09-12,23359,1
PAY-34285,INV-68998,OMC-007,Kobil,GB37IDDX82449353487401,2025-06-28,150047,1
PAY-50993,INV-11189,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-12-03,50969,1
PAY-92729,INV-52578,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-03-09,47514,1
PAY-22376,INV-26156,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-06-12,7665,2
PAY-89836,INV-42204,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-07-10,226177,1
PAY-32609,INV-32424,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-12-26,11182,2
PAY-91088,INV-39580,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-25,90672,2
PAY-13557,INV-43134,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-06-06,38627,1
PAY-71487,INV-11014,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-03-01,61335,1
PAY-65143,INV-24093,OMC-007,Kobil,GB37IDDX82449353487401,2025-06-18,22203,1
PAY-33407,INV-89659,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-04-25,37302,1
PAY-28887,INV-20056,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-05-30,211631,1
PAY-61508,INV-27857,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-04-07,34590,1
PAY-54831,INV-78221,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-07-26,138792,1
PAY-86659,INV-30495,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-13,34658,1
PAY-62243,INV-39378,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2026-02-13,95229,1
PAY-70756,INV-77716,OMC-008,National Oil,GB08NAFX56342160733754,2025-08-22,17077,2
PAY-74164,INV-71370,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-03-02,69728,2
PAY-28480,INV-32975,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-06-06,128845,1
PAY-59520,INV-94438,OMC-019,Tanzania Petroleum,GB59MHYN05766270289517,2025-07-17,23468,1
PAY-37351,INV-59854,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-04-26,101487,2
PAY-48760,INV-30394,OMC-018,Uganda National Oil,GB36RNCH17127484677378,2025-11-14,156241,1
PAY-28895,INV-38104,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-20,100409,2
PAY-88808,INV-28591,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-10-23,122805,1
PAY-30822,INV-99350,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-10-30,216485,1
PAY-85427,INV-96168,OMC-020,Ethiopian Oil,GB14NSVZ22219693792374,2025-08-03,24563,1
PAY-68457,INV-40221,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-04,104132,1
PAY-70144,INV-42599,OMC-007,Kobil,GB37IDDX82449353487401,2026-04-07,77036,1
PAY-79826,INV-26452,OMC-018,Uganda National Oil,GB36RNCH17127484677378,09/06/2026,61978,1
PAY-19435,INV-77351,OMC-010,Tamoil,GB34EABH79176936763201,2025-07-23,58962,2
PAY-22175,INV-73794,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-11-12,141804,1
PAY-54279,INV-65435,OMC-007,Kobil,GB37IDDX82449353487401,2025-06-29,149105,1
PAY-95407,INV-44861,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-29,93508,1
PAY-61700,INV-20878,OMC-012,Galana Energies,GB89GWUW86379402654235,,68668,2
PAY-92746,INV-44622,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-11-28,86314,1
PAY-12433,INV-81427,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-05-03,242866,1
